YEAR,DISTRICT,TRAFFIC_AREAS,STREET_NO,TIME_SHARING,AREA,S_ROADSIDE_HELP,S_ROADSIDE_POLICE,S_ROADSIDE_UNLOAD,S_OUTSIDE_HELP,S_OUTSIDE_POLICE,S_OUTSIDE_UNLOAD,D_ROADSIDE_HELP,D_ROADSIDE_POLICE,D_ROADSIDE_UNLOAD,D_OUTSIDE_HELP,D_OUTSIDE_POLICE,D_OUTSIDE_UNLOAD,LAND_AREA_ID,LAND_AREA,S-Parent pick-up,D-Parent pick-up
110,8,1,1,9,8001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,1,10,8001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,1,11,8001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,1,12,8001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,1,13,8001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,1,17,8001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,1,18,8001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,1,19,8001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,1,20,8001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,1,21,8001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,2,9,8001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,2,10,8001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,2,11,8001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,2,12,8001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,2,13,8001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,2,17,8001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,2,18,8001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,2,19,8001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,2,20,8001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,2,21,8001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,3,9,8001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,3,10,8001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,3,11,8001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,3,12,8001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,3,13,8001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,3,17,8001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,3,18,8001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,3,19,8001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,3,20,8001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,3,21,8001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,4,9,8001004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,4,10,8001004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,4,11,8001004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,4,12,8001004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,4,13,8001004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,4,17,8001004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,4,18,8001004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,4,19,8001004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,4,20,8001004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,4,21,8001004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,5,9,8001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,5,10,8001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,5,11,8001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,5,12,8001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,5,13,8001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,5,17,8001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,5,18,8001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,5,19,8001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,5,20,8001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,5,21,8001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,6,9,8001006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,6,10,8001006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,6,11,8001006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,6,12,8001006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,6,13,8001006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,6,17,8001006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,6,18,8001006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,6,19,8001006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,6,20,8001006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,6,21,8001006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,7,9,8001007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,7,10,8001007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,7,11,8001007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,7,12,8001007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,7,13,8001007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,7,17,8001007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,7,18,8001007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,7,19,8001007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,7,20,8001007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,7,21,8001007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,8,9,8001008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,8,10,8001008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,8,11,8001008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,8,12,8001008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,1,8,13,8001008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
