YEAR,DISTRICT,TRAFFIC_AREAS,STREET_NO,TIME_SHARING,AREA,S_ROADSIDE_HELP,S_ROADSIDE_POLICE,S_OUTSIDE_HELP,S_OUTSIDE_POLICE,D_ROADSIDE_HELP,D_ROADSIDE_POLICE,D_OUTSIDE_HELP,D_OUTSIDE_POLICE,
109,02,001,001,09,02001001,0,0,0,0,0,0,0,0,0
109,02,001,001,10,02001001,0,0,0,0,0,0,0,0,0
109,02,001,001,11,02001001,0,0,0,0,0,0,0,0,0
109,02,001,001,12,02001001,0,0,0,0,0,0,0,0,0
109,02,001,001,13,02001001,0,0,0,0,0,0,0,0,0
109,02,001,001,17,02001001,0,0,0,0,0,0,0,0,0
109,02,001,001,18,02001001,0,0,0,0,0,0,0,0,0
109,02,001,001,19,02001001,0,0,0,0,0,0,0,0,0
109,02,001,001,20,02001001,0,0,0,0,0,0,0,0,0
109,02,001,001,21,02001001,0,0,0,0,0,0,0,0,0
109,02,001,002,09,02001002,0,0,0,0,0,0,0,0,0
109,02,001,002,10,02001002,0,0,0,0,0,0,0,0,0
109,02,001,002,11,02001002,0,0,0,0,0,0,0,0,0
109,02,001,002,12,02001002,0,0,0,0,0,0,0,0,0
109,02,001,002,13,02001002,0,0,0,0,0,0,0,0,0
109,02,001,002,17,02001002,0,0,0,0,0,0,0,0,0
109,02,001,002,18,02001002,0,0,0,0,0,0,0,0,0
109,02,001,002,19,02001002,0,0,0,0,0,0,0,0,0
109,02,001,002,20,02001002,0,0,0,0,0,0,0,0,0
109,02,001,002,21,02001002,0,0,0,0,0,0,0,0,0
109,02,001,003,09,02001003,0,0,0,0,0,0,0,0,0
109,02,001,003,10,02001003,0,0,0,0,0,0,0,0,0
109,02,001,003,11,02001003,0,0,0,0,0,0,0,0,0
109,02,001,003,12,02001003,0,0,0,0,0,0,0,0,0
109,02,001,003,13,02001003,0,0,0,0,0,0,0,0,0
109,02,001,003,17,02001003,0,0,0,0,0,0,0,0,0
109,02,001,003,18,02001003,0,0,0,0,0,0,0,0,0
109,02,001,003,19,02001003,0,0,0,0,0,0,0,0,0
